S06-A87,P2_5,Unknown,1,cmr,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A86,P2_5,Unknown,1,cmr,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A85,P2_5,Unknown,1,cmr,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A96,P2_5,Unknown,1,tnpA7,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A95,P2_5,Unknown,1,tnpA7,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A94,P2_5,Unknown,1,tnpA7,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A93,P2_5,Unknown,1,strB,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A92,P2_5,Unknown,1,strB,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S06-A91,P2_5,Unknown,1,strB,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A01,tetbP,Standard,1.00E-07,16S_Eub_338_518,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A02,tetbP,Standard,1.00E-07,16S_Eub_338_518,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A03,tetbP,Standard,1.00E-07,16S_Eub_338_518,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A04,tetbP,Standard,1.00E-07,sul1 NEW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A05,tetbP,Standard,1.00E-07,sul1 NEW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A06,tetbP,Standard,1.00E-07,sul1 NEW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A07,tetbP,Standard,1.00E-07,erm(36),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A08,tetbP,Standard,1.00E-07,erm(36),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A09,tetbP,Standard,1.00E-07,erm(36),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A10,tetbP,Standard,1.00E-07,tetW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A11,tetbP,Standard,1.00E-07,tetW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A12,tetbP,Standard,1.00E-07,tetW,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A13,tetbP,Standard,1.00E-07,aac3-Via,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A14,tetbP,Standard,1.00E-07,aac3-Via,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A15,tetbP,Standard,1.00E-07,aac3-Via,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A16,tetbP,Standard,1.00E-07,sul2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A17,tetbP,Standard,1.00E-07,sul2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A18,tetbP,Standard,1.00E-07,sul2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A19,tetbP,Standard,1.00E-07,erm(C),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A20,tetbP,Standard,1.00E-07,erm(C),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A21,tetbP,Standard,1.00E-07,erm(C),Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A22,tetbP,Standard,1.00E-07,tetX,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A23,tetbP,Standard,1.00E-07,tetX,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A24,tetbP,Standard,1.00E-07,tetX,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A25,tetbP,Standard,1.00E-07,aadA17,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A26,tetbP,Standard,1.00E-07,aadA17,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A27,tetbP,Standard,1.00E-07,aadA17,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A28,tetbP,Standard,1.00E-07,tetbP,Test,24.66785827,9.71E-08,1,Pass,0.006309029,78.97872265,999,1,W1.1
S95-A29,tetbP,Standard,1.00E-07,tetbP,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A30,tetbP,Standard,1.00E-07,tetbP,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A31,tetbP,Standard,1.00E-07,int-a-marko,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A32,tetbP,Standard,1.00E-07,int-a-marko,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A33,tetbP,Standard,1.00E-07,int-a-marko,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A34,tetbP,Standard,1.00E-07,tnpA1,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A35,tetbP,Standard,1.00E-07,tnpA1,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A36,tetbP,Standard,1.00E-07,tnpA1,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A37,tetbP,Standard,1.00E-07,aadA9,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A38,tetbP,Standard,1.00E-07,aadA9,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A39,tetbP,Standard,1.00E-07,aadA9,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A40,tetbP,Standard,1.00E-07,tetG_F,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A41,tetbP,Standard,1.00E-07,tetG_F,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A42,tetbP,Standard,1.00E-07,tetG_F,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A43,tetbP,Standard,1.00E-07,intI1F165_clinical,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A44,tetbP,Standard,1.00E-07,intI1F165_clinical,Test,999,-1,0,Flag,0.006309029,63.07171769,999,1,W1.1
S95-A45,tetbP,Standard,1.00E-07,intI1F165_clinical,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A46,tetbP,Standard,1.00E-07,tnpA2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A47,tetbP,Standard,1.00E-07,tnpA2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A48,tetbP,Standard,1.00E-07,tnpA2,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A54,tetbP,Standard,1.00E-07,tetH,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
S95-A53,tetbP,Standard,1.00E-07,tetH,Test,999,-1,0,Flag,0.006309029,999,999,0,W1.1
